,0,1
0,tensor(-0.1359),tensor(1.0810)
1,tensor(-0.1345),tensor(1.0766)
2,tensor(-0.1331),tensor(1.0722)
3,tensor(-0.1317),tensor(1.0678)
4,tensor(-0.1303),tensor(1.0634)
5,tensor(-0.1289),tensor(1.0590)
6,tensor(-0.1275),tensor(1.0546)
7,tensor(-0.1261),tensor(1.0502)
8,tensor(-0.1246),tensor(1.0459)
9,tensor(-0.1232),tensor(1.0415)
10,tensor(-0.1218),tensor(1.0371)
11,tensor(-0.1204),tensor(1.0327)
12,tensor(-0.1190),tensor(1.0283)
13,tensor(-0.1176),tensor(1.0239)
14,tensor(-0.1161),tensor(1.0196)
15,tensor(-0.1147),tensor(1.0152)
16,tensor(-0.1133),tensor(1.0108)
17,tensor(-0.1119),tensor(1.0065)
18,tensor(-0.1105),tensor(1.0021)
19,tensor(-0.1091),tensor(0.9978)
20,tensor(-0.1076),tensor(0.9934)
21,tensor(-0.1062),tensor(0.9891)
22,tensor(-0.1048),tensor(0.9848)
23,tensor(-0.1034),tensor(0.9804)
24,tensor(-0.1020),tensor(0.9761)
25,tensor(-0.1006),tensor(0.9718)
26,tensor(-0.0992),tensor(0.9675)
27,tensor(-0.0978),tensor(0.9632)
28,tensor(-0.0963),tensor(0.9589)
29,tensor(-0.0949),tensor(0.9546)
30,tensor(-0.0935),tensor(0.9503)
31,tensor(-0.0921),tensor(0.9461)
32,tensor(-0.0907),tensor(0.9418)
33,tensor(-0.0893),tensor(0.9376)
34,tensor(-0.0879),tensor(0.9333)
35,tensor(-0.0865),tensor(0.9291)
36,tensor(-0.0851),tensor(0.9248)
37,tensor(-0.0837),tensor(0.9206)
38,tensor(-0.0823),tensor(0.9164)
39,tensor(-0.0809),tensor(0.9122)
40,tensor(-0.0795),tensor(0.9080)
41,tensor(-0.0781),tensor(0.9038)
42,tensor(-0.0767),tensor(0.8997)
43,tensor(-0.0754),tensor(0.8955)
44,tensor(-0.0740),tensor(0.8913)
45,tensor(-0.0726),tensor(0.8872)
46,tensor(-0.0712),tensor(0.8831)
47,tensor(-0.0698),tensor(0.8790)
48,tensor(-0.0685),tensor(0.8749)
49,tensor(-0.0671),tensor(0.8708)
50,tensor(-0.0657),tensor(0.8667)
51,tensor(-0.0644),tensor(0.8626)
52,tensor(-0.0630),tensor(0.8586)
53,tensor(-0.0616),tensor(0.8545)
54,tensor(-0.0603),tensor(0.8505)
55,tensor(-0.0589),tensor(0.8465)
56,tensor(-0.0576),tensor(0.8425)
57,tensor(-0.0562),tensor(0.8385)
58,tensor(-0.0549),tensor(0.8345)
59,tensor(-0.0536),tensor(0.8306)
60,tensor(-0.0522),tensor(0.8266)
61,tensor(-0.0509),tensor(0.8227)
62,tensor(-0.0496),tensor(0.8188)
63,tensor(-0.0482),tensor(0.8149)
64,tensor(-0.0469),tensor(0.8110)
65,tensor(-0.0456),tensor(0.8071)
66,tensor(-0.0443),tensor(0.8033)
67,tensor(-0.0430),tensor(0.7994)
68,tensor(-0.0417),tensor(0.7956)
69,tensor(-0.0404),tensor(0.7918)
70,tensor(-0.0391),tensor(0.7880)
71,tensor(-0.0378),tensor(0.7842)
72,tensor(-0.0365),tensor(0.7805)
73,tensor(-0.0353),tensor(0.7767)
74,tensor(-0.0340),tensor(0.7730)
75,tensor(-0.0327),tensor(0.7693)
76,tensor(-0.0314),tensor(0.7656)
77,tensor(-0.0302),tensor(0.7620)
78,tensor(-0.0289),tensor(0.7583)
79,tensor(-0.0277),tensor(0.7547)
80,tensor(-0.0264),tensor(0.7511)
81,tensor(-0.0252),tensor(0.7475)
82,tensor(-0.0240),tensor(0.7439)
83,tensor(-0.0227),tensor(0.7403)
84,tensor(-0.0215),tensor(0.7368)
85,tensor(-0.0203),tensor(0.7333)
86,tensor(-0.0191),tensor(0.7298)
87,tensor(-0.0179),tensor(0.7263)
88,tensor(-0.0167),tensor(0.7228)
89,tensor(-0.0155),tensor(0.7194)
90,tensor(-0.0143),tensor(0.7160)
91,tensor(-0.0131),tensor(0.7126)
92,tensor(-0.0119),tensor(0.7092)
93,tensor(-0.0108),tensor(0.7058)
94,tensor(-0.0096),tensor(0.7025)
95,tensor(-0.0085),tensor(0.6992)
96,tensor(-0.0073),tensor(0.6959)
97,tensor(-0.0062),tensor(0.6926)
98,tensor(-0.0050),tensor(0.6894)
99,tensor(-0.0039),tensor(0.6861)
100,tensor(-0.0028),tensor(0.6829)
101,tensor(-0.0016),tensor(0.6797)
102,tensor(-0.0005),tensor(0.6766)
103,tensor(0.0006),tensor(0.6734)
104,tensor(0.0017),tensor(0.6703)
105,tensor(0.0028),tensor(0.6672)
106,tensor(0.0039),tensor(0.6641)
107,tensor(0.0050),tensor(0.6611)
108,tensor(0.0060),tensor(0.6580)
109,tensor(0.0071),tensor(0.6550)
110,tensor(0.0082),tensor(0.6520)
111,tensor(0.0092),tensor(0.6491)
112,tensor(0.0103),tensor(0.6461)
113,tensor(0.0113),tensor(0.6432)
114,tensor(0.0123),tensor(0.6403)
115,tensor(0.0134),tensor(0.6374)
116,tensor(0.0144),tensor(0.6346)
117,tensor(0.0154),tensor(0.6318)
118,tensor(0.0164),tensor(0.6289)
119,tensor(0.0174),tensor(0.6262)
120,tensor(0.0184),tensor(0.6234)
121,tensor(0.0194),tensor(0.6207)
122,tensor(0.0204),tensor(0.6180)
123,tensor(0.0213),tensor(0.6153)
124,tensor(0.0223),tensor(0.6126)
125,tensor(0.0232),tensor(0.6100)
126,tensor(0.0242),tensor(0.6074)
127,tensor(0.0251),tensor(0.6048)
128,tensor(0.0261),tensor(0.6022)
129,tensor(0.0270),tensor(0.5996)
130,tensor(0.0279),tensor(0.5971)
131,tensor(0.0288),tensor(0.5946)
132,tensor(0.0297),tensor(0.5922)
133,tensor(0.0306),tensor(0.5897)
134,tensor(0.0315),tensor(0.5873)
135,tensor(0.0324),tensor(0.5849)
136,tensor(0.0333),tensor(0.5825)
137,tensor(0.0341),tensor(0.5802)
138,tensor(0.0350),tensor(0.5778)
139,tensor(0.0358),tensor(0.5755)
140,tensor(0.0367),tensor(0.5733)
141,tensor(0.0375),tensor(0.5710)
142,tensor(0.0384),tensor(0.5688)
143,tensor(0.0392),tensor(0.5666)
144,tensor(0.0400),tensor(0.5644)
145,tensor(0.0408),tensor(0.5622)
146,tensor(0.0416),tensor(0.5601)
147,tensor(0.0424),tensor(0.5580)
148,tensor(0.0432),tensor(0.5559)
149,tensor(0.0440),tensor(0.5538)
150,tensor(0.0447),tensor(0.5518)
151,tensor(0.0455),tensor(0.5498)
152,tensor(0.0462),tensor(0.5478)
153,tensor(0.0470),tensor(0.5458)
154,tensor(0.0477),tensor(0.5439)
155,tensor(0.0485),tensor(0.5420)
156,tensor(0.0492),tensor(0.5401)
157,tensor(0.0499),tensor(0.5382)
158,tensor(0.0506),tensor(0.5364)
159,tensor(0.0513),tensor(0.5346)
160,tensor(0.0520),tensor(0.5328)
161,tensor(0.0527),tensor(0.5310)
162,tensor(0.0534),tensor(0.5292)
163,tensor(0.0541),tensor(0.5275)
164,tensor(0.0547),tensor(0.5258)
165,tensor(0.0554),tensor(0.5242)
166,tensor(0.0560),tensor(0.5225)
167,tensor(0.0567),tensor(0.5209)
168,tensor(0.0573),tensor(0.5193)
169,tensor(0.0579),tensor(0.5177)
170,tensor(0.0586),tensor(0.5161)
171,tensor(0.0592),tensor(0.5146)
172,tensor(0.0598),tensor(0.5131)
173,tensor(0.0604),tensor(0.5116)
174,tensor(0.0610),tensor(0.5101)
175,tensor(0.0616),tensor(0.5087)
176,tensor(0.0621),tensor(0.5073)
177,tensor(0.0627),tensor(0.5059)
178,tensor(0.0633),tensor(0.5045)
179,tensor(0.0638),tensor(0.5032)
180,tensor(0.0644),tensor(0.5019)
181,tensor(0.0649),tensor(0.5006)
182,tensor(0.0655),tensor(0.4993)
183,tensor(0.0660),tensor(0.4980)
184,tensor(0.0665),tensor(0.4968)
185,tensor(0.0670),tensor(0.4956)
186,tensor(0.0675),tensor(0.4944)
187,tensor(0.0680),tensor(0.4932)
188,tensor(0.0685),tensor(0.4921)
189,tensor(0.0690),tensor(0.4910)
190,tensor(0.0695),tensor(0.4899)
191,tensor(0.0700),tensor(0.4888)
192,tensor(0.0705),tensor(0.4877)
193,tensor(0.0709),tensor(0.4867)
194,tensor(0.0714),tensor(0.4857)
195,tensor(0.0718),tensor(0.4847)
196,tensor(0.0723),tensor(0.4837)
197,tensor(0.0727),tensor(0.4828)
198,tensor(0.0731),tensor(0.4819)
199,tensor(0.0735),tensor(0.4810)
200,tensor(0.0739),tensor(0.4801)
201,tensor(0.0744),tensor(0.4792)
202,tensor(0.0748),tensor(0.4784)
203,tensor(0.0751),tensor(0.4776)
204,tensor(0.0755),tensor(0.4768)
205,tensor(0.0759),tensor(0.4760)
206,tensor(0.0763),tensor(0.4753)
207,tensor(0.0767),tensor(0.4745)
208,tensor(0.0770),tensor(0.4738)
209,tensor(0.0774),tensor(0.4731)
210,tensor(0.0777),tensor(0.4724)
211,tensor(0.0781),tensor(0.4718)
212,tensor(0.0784),tensor(0.4712)
213,tensor(0.0787),tensor(0.4705)
214,tensor(0.0791),tensor(0.4700)
215,tensor(0.0794),tensor(0.4694)
216,tensor(0.0797),tensor(0.4688)
217,tensor(0.0800),tensor(0.4683)
218,tensor(0.0803),tensor(0.4678)
219,tensor(0.0806),tensor(0.4673)
220,tensor(0.0809),tensor(0.4668)
221,tensor(0.0812),tensor(0.4664)
222,tensor(0.0815),tensor(0.4659)
223,tensor(0.0817),tensor(0.4655)
224,tensor(0.0820),tensor(0.4651)
225,tensor(0.0823),tensor(0.4647)
226,tensor(0.0825),tensor(0.4644)
227,tensor(0.0828),tensor(0.4640)
228,tensor(0.0830),tensor(0.4637)
229,tensor(0.0833),tensor(0.4634)
230,tensor(0.0835),tensor(0.4631)
231,tensor(0.0837),tensor(0.4628)
232,tensor(0.0839),tensor(0.4626)
233,tensor(0.0842),tensor(0.4623)
234,tensor(0.0844),tensor(0.4621)
235,tensor(0.0846),tensor(0.4619)
236,tensor(0.0848),tensor(0.4617)
237,tensor(0.0850),tensor(0.4616)
238,tensor(0.0852),tensor(0.4614)
239,tensor(0.0854),tensor(0.4613)
240,tensor(0.0855),tensor(0.4612)
241,tensor(0.0857),tensor(0.4611)
242,tensor(0.0859),tensor(0.4610)
243,tensor(0.0861),tensor(0.4610)
244,tensor(0.0862),tensor(0.4609)
245,tensor(0.0864),tensor(0.4609)
246,tensor(0.0865),tensor(0.4609)
247,tensor(0.0867),tensor(0.4609)
248,tensor(0.0868),tensor(0.4609)
249,tensor(0.0870),tensor(0.4609)
250,tensor(0.0871),tensor(0.4610)
251,tensor(0.0872),tensor(0.4610)
252,tensor(0.0873),tensor(0.4611)
253,tensor(0.0875),tensor(0.4612)
254,tensor(0.0876),tensor(0.4613)
255,tensor(0.0877),tensor(0.4615)
256,tensor(0.0878),tensor(0.4616)
257,tensor(0.0879),tensor(0.4618)
258,tensor(0.0880),tensor(0.4619)
259,tensor(0.0881),tensor(0.4621)
260,tensor(0.0882),tensor(0.4623)
261,tensor(0.0882),tensor(0.4625)
262,tensor(0.0883),tensor(0.4628)
263,tensor(0.0884),tensor(0.4630)
264,tensor(0.0885),tensor(0.4633)
265,tensor(0.0885),tensor(0.4636)
266,tensor(0.0886),tensor(0.4639)
267,tensor(0.0887),tensor(0.4642)
268,tensor(0.0887),tensor(0.4645)
269,tensor(0.0888),tensor(0.4648)
270,tensor(0.0888),tensor(0.4651)
271,tensor(0.0889),tensor(0.4655)
272,tensor(0.0889),tensor(0.4659)
273,tensor(0.0889),tensor(0.4663)
274,tensor(0.0890),tensor(0.4667)
275,tensor(0.0890),tensor(0.4671)
276,tensor(0.0890),tensor(0.4675)
277,tensor(0.0890),tensor(0.4679)
278,tensor(0.0891),tensor(0.4684)
279,tensor(0.0891),tensor(0.4688)
280,tensor(0.0891),tensor(0.4693)
281,tensor(0.0891),tensor(0.4698)
282,tensor(0.0891),tensor(0.4703)
283,tensor(0.0891),tensor(0.4708)
284,tensor(0.0891),tensor(0.4713)
285,tensor(0.0891),tensor(0.4719)
286,tensor(0.0891),tensor(0.4724)
287,tensor(0.0891),tensor(0.4730)
288,tensor(0.0891),tensor(0.4735)
289,tensor(0.0890),tensor(0.4741)
290,tensor(0.0890),tensor(0.4747)
291,tensor(0.0890),tensor(0.4753)
292,tensor(0.0890),tensor(0.4759)
293,tensor(0.0889),tensor(0.4765)
294,tensor(0.0889),tensor(0.4772)
295,tensor(0.0889),tensor(0.4778)
296,tensor(0.0888),tensor(0.4785)
297,tensor(0.0888),tensor(0.4792)
298,tensor(0.0887),tensor(0.4798)
299,tensor(0.0887),tensor(0.4805)
300,tensor(0.0886),tensor(0.4812)
301,tensor(0.0886),tensor(0.4819)
302,tensor(0.0885),tensor(0.4827)
303,tensor(0.0885),tensor(0.4834)
304,tensor(0.0884),tensor(0.4841)
305,tensor(0.0883),tensor(0.4849)
306,tensor(0.0883),tensor(0.4856)
307,tensor(0.0882),tensor(0.4864)
308,tensor(0.0881),tensor(0.4872)
309,tensor(0.0880),tensor(0.4880)
310,tensor(0.0880),tensor(0.4888)
311,tensor(0.0879),tensor(0.4896)
312,tensor(0.0878),tensor(0.4904)
313,tensor(0.0877),tensor(0.4912)
314,tensor(0.0876),tensor(0.4920)
315,tensor(0.0875),tensor(0.4929)
316,tensor(0.0874),tensor(0.4937)
317,tensor(0.0874),tensor(0.4946)
318,tensor(0.0873),tensor(0.4955)
319,tensor(0.0872),tensor(0.4963)
320,tensor(0.0871),tensor(0.4972)
321,tensor(0.0870),tensor(0.4981)
322,tensor(0.0869),tensor(0.4990)
323,tensor(0.0867),tensor(0.4999)
324,tensor(0.0866),tensor(0.5008)
325,tensor(0.0865),tensor(0.5018)
326,tensor(0.0864),tensor(0.5027)
327,tensor(0.0863),tensor(0.5036)
328,tensor(0.0862),tensor(0.5046)
329,tensor(0.0861),tensor(0.5055)
330,tensor(0.0859),tensor(0.5065)
331,tensor(0.0858),tensor(0.5075)
332,tensor(0.0857),tensor(0.5084)
333,tensor(0.0856),tensor(0.5094)
334,tensor(0.0855),tensor(0.5104)
335,tensor(0.0853),tensor(0.5114)
336,tensor(0.0852),tensor(0.5124)
337,tensor(0.0851),tensor(0.5134)
338,tensor(0.0849),tensor(0.5145)
339,tensor(0.0848),tensor(0.5155)
340,tensor(0.0847),tensor(0.5165)
341,tensor(0.0845),tensor(0.5175)
342,tensor(0.0844),tensor(0.5186)
343,tensor(0.0842),tensor(0.5196)
344,tensor(0.0841),tensor(0.5207)
345,tensor(0.0840),tensor(0.5218)
346,tensor(0.0838),tensor(0.5228)
347,tensor(0.0837),tensor(0.5239)
348,tensor(0.0835),tensor(0.5250)
349,tensor(0.0834),tensor(0.5261)
350,tensor(0.0832),tensor(0.5272)
351,tensor(0.0831),tensor(0.5282)
352,tensor(0.0829),tensor(0.5294)
353,tensor(0.0828),tensor(0.5305)
354,tensor(0.0826),tensor(0.5316)
355,tensor(0.0825),tensor(0.5327)
356,tensor(0.0823),tensor(0.5338)
357,tensor(0.0821),tensor(0.5349)
358,tensor(0.0820),tensor(0.5361)
359,tensor(0.0818),tensor(0.5372)
360,tensor(0.0817),tensor(0.5384)
361,tensor(0.0815),tensor(0.5395)
362,tensor(0.0813),tensor(0.5407)
363,tensor(0.0812),tensor(0.5418)
364,tensor(0.0810),tensor(0.5430)
365,tensor(0.0809),tensor(0.5441)
366,tensor(0.0807),tensor(0.5453)
367,tensor(0.0805),tensor(0.5465)
